rank	score	disease_name	disease_identifier
5164	0.361	?Leukodystrophy, childhood-onset, remitting	OMIM:619864
5164	0.361	Moyamoya 6 with achalasia	OMIM:615750
5164	0.361	Behavioral variant of frontotemporal dementia	ORPHA:275864
5164	0.361	Behavioral variant of frontotemporal dementia	ORPHA:275864
5164	0.361	VLCAD deficiency	OMIM:201475
5164	0.361	Epilepsy, progressive myoclonic, 12	OMIM:619191
5164	0.361	Behavioral variant of frontotemporal dementia	ORPHA:275864
5164	0.361	Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency	ORPHA:436159
5164	0.361	Behavioral variant of frontotemporal dementia	ORPHA:275864
5164	0.361	Behavioral variant of frontotemporal dementia	ORPHA:275864
5164	0.361	L-ferritin deficiency, dominant and recessive	OMIM:615604
5164	0.361	Hepatic veno-occlusive disease-immunodeficiency syndrome	ORPHA:79124
5164	0.361	Epilepsy, familial adult myoclonic, 2	OMIM:607876
5200	0.3605	Kaufman oculocerebrofacial syndrome	OMIM:244450
5200	0.3605	Short-rib thoracic dysplasia 16 with or without polydactyly	OMIM:617102
5200	0.3605	Pyle disease	OMIM:265900
5200	0.3605	Cerebellar ataxia-hypogonadism syndrome	ORPHA:1173
5200	0.3605	Cerebellar ataxia-hypogonadism syndrome	ORPHA:1173
5205	0.3603	Pseudoachondroplasia	OMIM:177170
5206	0.3597	Usher syndrome type 2	ORPHA:231178
5206	0.3597	Usher syndrome type 2	ORPHA:231178
5206	0.3597	Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract	OMIM:612674
5206	0.3597	Usher syndrome type 2	ORPHA:231178
5206	0.3597	Congenital hereditary endothelial dystrophy type II	ORPHA:293603
5206	0.3597	Corneal dystrophy-perceptive deafness syndrome	ORPHA:1490
5206	0.3597	Usher syndrome type 2	ORPHA:231178
5206	0.3597	Cutis laxa, autosomal recessive, type IIC	OMIM:617402
5206	0.3597	Ocular albinism with late-onset sensorineural deafness	ORPHA:1000
5206	0.3597	Adult-onset autosomal dominant leukodystrophy	ORPHA:99027
5206	0.3597	Leber congenital amaurosis 1	OMIM:204000
5206	0.3597	Leber congenital amaurosis with early-onset deafness	OMIM:617879
5206	0.3597	Cone-rod dystrophy and hearing loss	OMIM:617236
5206	0.3597	Usher syndrome type 2	ORPHA:231178
5206	0.3597	Uveal coloboma-cleft lip and palate-intellectual disability	ORPHA:1473
5206	0.3597	Refsum disease	ORPHA:773
5206	0.3597	Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome	ORPHA:314404
5206	0.3597	Charcot-Marie-Tooth neuropathy, X-linked dominant, 1	OMIM:302800
5206	0.3597	Charcot-Marie-Tooth disease type 4C	ORPHA:99949
5206	0.3597	Short-rib thoracic dysplasia 19 with or without polydactyly	OMIM:617895
5206	0.3597	Refsum disease	ORPHA:773
5206	0.3597	Refsum disease	OMIM:266500
5206	0.3597	Spastic paraplegia 5A, autosomal recessive	OMIM:270800
5206	0.3597	Autosomal recessive spastic paraplegia type 5A	ORPHA:100986
5206	0.3597	Combined oxidative phosphorylation defect type 13	ORPHA:319514
5206	0.3597	Combined oxidative phosphorylation deficiency 13	OMIM:614932
5206	0.3597	Chanarin-Dorfman syndrome	OMIM:275630
5206	0.3597	Brown-Vialetto-Van Laere syndrome 2	OMIM:614707
5234	0.3596	3-M syndrome 1	OMIM:273750
5234	0.3596	Meester-Loeys syndrome	OMIM:300989
5234	0.3596	3-M syndrome 3	OMIM:614205
5237	0.3595	Basal cell nevus syndrome 1	OMIM:109400
5238	0.3594	Hypoparathyroidism, sensorineural deafness, and renal dysplasia	OMIM:146255
5238	0.3594	Optic atrophy 7	OMIM:612989
5238	0.3594	Spinocerebellar ataxia type 37	ORPHA:363710
5241	0.3593	3M syndrome	ORPHA:2616
5241	0.3593	3M syndrome	ORPHA:2616
5241	0.3593	3M syndrome	ORPHA:2616
5244	0.3591	Deafness, autosomal recessive 12	OMIM:601386
5244	0.3591	Deafness, autosomal recessive 12, modifier of	OMIM:601386
5244	0.3591	?Usher syndrome, type 1M	OMIM:618632
5244	0.3591	Deafness, autosomal recessive 48	OMIM:609439
5244	0.3591	?Deafness, autosomal dominant 70	OMIM:616968
5244	0.3591	?Deafness, autosomal dominant 79	OMIM:619086
5250	0.3585	Estrogen resistance syndrome	ORPHA:785
5250	0.3585	Aromatase deficiency	ORPHA:91
5252	0.3583	?Craniofacial anomalies and anterior segment dysgenesis syndrome	OMIM:614195
5253	0.3576	Rhizomelic limb shortening with dysmorphic features	OMIM:618821
5254	0.3572	Marfan syndrome	OMIM:154700
5255	0.3558	Eiken syndrome	ORPHA:79106
5256	0.3552	Multiple epiphyseal dysplasia type 1	ORPHA:93308
5257	0.3549	Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia	OMIM:218700
5257	0.3549	Microcephaly, Amish type	OMIM:607196
5257	0.3549	Renal tubular dysgenesis	OMIM:267430
5257	0.3549	Renal tubular dysgenesis	OMIM:267430
5257	0.3549	Renal tubular dysgenesis	OMIM:267430
5257	0.3549	Renal tubular dysgenesis	OMIM:267430
5263	0.354	Spondyloepimetaphyseal dysplasia with joint laxity, type 3	OMIM:618395
5264	0.3533	Familial paroxysmal ataxia	ORPHA:97
5265	0.3527	Autosomal recessive spastic ataxia with leukoencephalopathy	ORPHA:314603
5266	0.3523	Hirschsprung disease	ORPHA:388
5266	0.3523	?Epiphyseal dysplasia, multiple, with myopia and deafness	OMIM:132450
5266	0.3523	Cleft lip/palate	ORPHA:199306
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Deafness, autosomal recessive 68	OMIM:610419
5266	0.3523	Hypogonadotropic hypogonadism 5 with or without anosmia	OMIM:612370
5266	0.3523	Deafness, autosomal dominant 8/12	OMIM:601543
5266	0.3523	Deafness, autosomal recessive 21	OMIM:603629
5266	0.3523	Charcot-Marie-Tooth disease, type 1E	OMIM:118300
5266	0.3523	Deafness, autosomal recessive 53	OMIM:609706
5266	0.3523	Deafness, autosomal dominant 13	OMIM:601868
5266	0.3523	Hereditary motor and sensory neuropathy, type IIc	OMIM:606071
5266	0.3523	Brachydactyly, type B2	OMIM:611377
5266	0.3523	Symphalangism, proximal, 1A	OMIM:185800
5266	0.3523	Stapes ankylosis with broad thumbs and toes	OMIM:184460
5266	0.3523	Duane-radial ray syndrome	OMIM:607323
5266	0.3523	?Deafness, autosomal recessive 61	OMIM:613865
5266	0.3523	Enlarged vestibular aqueduct	OMIM:600791
5266	0.3523	Branchiootic syndrome 3	OMIM:608389
5266	0.3523	Deafness, autosomal recessive 4, with enlarged vestibular aqueduct	OMIM:600791
5266	0.3523	Isolated split hand-split foot malformation	ORPHA:2440
5266	0.3523	Enlarged vestibular aqueduct, digenic	OMIM:600791
5266	0.3523	Deafness-infertility syndrome	ORPHA:94064
5266	0.3523	Deafness, autosomal recessive 16	OMIM:603720
5266	0.3523	Deafness, autosomal recessive 32, with or without immotile sperm	OMIM:608653
5266	0.3523	Deafness, autosomal recessive 42	OMIM:609646
5266	0.3523	Deafness, autosomal dominant 27	OMIM:612431
5266	0.3523	Deafness, autosomal recessive 23	OMIM:609533
5266	0.3523	Mandibulofacial dysostosis with alopecia	OMIM:616367
5266	0.3523	Autosomal dominant optic atrophy plus syndrome	ORPHA:1215
5266	0.3523	Deafness, autosomal recessive 22	OMIM:607039
5266	0.3523	Deafness, autosomal recessive 18A	OMIM:602092
5266	0.3523	Deafness, autosomal recessive 8/10	OMIM:601072
5266	0.3523	Thiamine-responsive megaloblastic anemia syndrome	ORPHA:49827
5266	0.3523	Corneal endothelial dystrophy and perceptive deafness	OMIM:217400
5266	0.3523	Hirschsprung disease	ORPHA:388
5266	0.3523	Stickler syndrome, type IV	OMIM:614134
5266	0.3523	Radio-ulnar synostosis-amegakaryocytic thrombocytopenia syndrome	ORPHA:71289
5266	0.3523	Auditory neuropathy, autosomal recessive, 1	OMIM:601071
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Cleft lip/palate	ORPHA:199306
5266	0.3523	Deafness and myopia	OMIM:221200
5266	0.3523	Deafness, autosomal dominant 21	OMIM:607017
5266	0.3523	Charcot-Marie-Tooth disease, axonal, type 2N	OMIM:613287
5266	0.3523	Xeroderma pigmentosum, group D	OMIM:278730
5266	0.3523	Xeroderma pigmentosum, group B	OMIM:610651
5266	0.3523	Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	OMIM:155100
5266	0.3523	MYH9-related disease	ORPHA:182050
5266	0.3523	Deafness, autosomal dominant 73	OMIM:617663
5266	0.3523	Hematuria, benign familial, 2	OMIM:620320
5266	0.3523	Cleft lip/palate	ORPHA:199306
5266	0.3523	Hirschsprung disease	ORPHA:388
5266	0.3523	Deafness, autosomal dominant 3A	OMIM:601544
5266	0.3523	Palmoplantar keratoderma-deafness syndrome	ORPHA:2202
5266	0.3523	Hystrix-like ichthyosis with deafness	OMIM:602540
5266	0.3523	Deafness, autosomal dominant 10	OMIM:601316
5266	0.3523	?Cardiomyopathy, dilated, 1J	OMIM:605362
5266	0.3523	Heimler syndrome 1	OMIM:234580
5266	0.3523	Deafness, autosomal recessive 59	OMIM:610220
5266	0.3523	Treacher Collins syndrome 1	OMIM:154500
5266	0.3523	Bjornstad syndrome	OMIM:262000
5266	0.3523	Björnstad syndrome	ORPHA:123
5266	0.3523	Progressive external ophthalmoplegia, autosomal recessive 1	OMIM:258450
5266	0.3523	Progressive external ophthalmoplegia, autosomal dominant 1	OMIM:157640
5266	0.3523	Mitochondrial neurogastrointestinal encephalomyopathy	ORPHA:298
5266	0.3523	?Deafness, autosomal dominant 75	OMIM:618778
5266	0.3523	Axenfeld-Rieger syndrome, type 3	OMIM:602482
5266	0.3523	Waardenburg syndrome, type 4C	OMIM:613266
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Cardiospondylocarpofacial syndrome	ORPHA:3238
5266	0.3523	Xeroderma pigmentosum, group A	OMIM:278700
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Deafness, X-linked 1	OMIM:304500
5266	0.3523	Agnathia-otocephaly complex	OMIM:202650
5266	0.3523	Isolated split hand-split foot malformation	ORPHA:2440
5266	0.3523	Waardenburg syndrome, type 2A	OMIM:193510
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Fanconi anemia, complementation group F	OMIM:603467
5266	0.3523	Deafness, autosomal dominant 1, with or without thrombocytopenia	OMIM:124900
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Mitochondrial neurogastrointestinal encephalomyopathy	ORPHA:298
5266	0.3523	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2	OMIM:609283
5266	0.3523	Hirschsprung disease	ORPHA:388
5266	0.3523	Hirschsprung disease	ORPHA:388
5266	0.3523	Facioscapulohumeral dystrophy	ORPHA:269
5266	0.3523	Aural atresia, congenital	OMIM:607842
5266	0.3523	Distal renal tubular acidosis 2 with progressive sensorineural hearing loss	OMIM:267300
5266	0.3523	Deafness, autosomal recessive 120	OMIM:620238
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Thrombocytopenia-absent radius syndrome	ORPHA:3320
5266	0.3523	Hirschsprung disease	ORPHA:388
5266	0.3523	Hirschsprung disease	ORPHA:388
5266	0.3523	Treacher-Collins syndrome 4	OMIM:618939
5266	0.3523	Treacher Collins syndrome 3	OMIM:248390
5266	0.3523	Treacher Collins syndrome 2	OMIM:613717
5266	0.3523	Escobar syndrome	OMIM:265000
5266	0.3523	Deafness-infertility syndrome	ORPHA:94064
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Deafness, autosomal dominant 37	OMIM:618533
5266	0.3523	Stickler syndrome type 2	ORPHA:90654
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Peroxisome biogenesis disorder 9B	OMIM:614879
5266	0.3523	Cleft lip/palate	ORPHA:199306
5266	0.3523	?Deafness, autosomal recessive 115	OMIM:618457
5266	0.3523	Cerebellar ataxia, deafness, and narcolepsy, autosomal dominant	OMIM:604121
5266	0.3523	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 4	OMIM:617070
5266	0.3523	Frontotemporal dementia and/or amyotrophic lateral sclerosis 2	OMIM:615911
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Hirschsprung disease	ORPHA:388
5266	0.3523	Hypogonadotropic hypogonadism 6 with or without anosmia	OMIM:612702
5266	0.3523	Cleft lip/palate	ORPHA:199306
5266	0.3523	Blepharo-cheilo-odontic syndrome	ORPHA:1997
5266	0.3523	Cleft lip/palate	ORPHA:199306
5266	0.3523	?Stickler syndrome, type V	OMIM:614284
5266	0.3523	Deafness, autosomal dominant 69, unilateral or asymmetric	OMIM:616697
5266	0.3523	Isolated split hand-split foot malformation	ORPHA:2440
5266	0.3523	?Visceral neuropathy, familial, 2, autosomal recessive	OMIM:619465
5266	0.3523	Hirschsprung disease	ORPHA:388
5266	0.3523	Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome	ORPHA:231720
5266	0.3523	Pituitary hormone deficiency, combined, 3	OMIM:221750
5266	0.3523	Miller syndrome	OMIM:263750
5266	0.3523	Postaxial acrofacial dysostosis	ORPHA:246
5266	0.3523	Noonan syndrome 6	OMIM:613224
5266	0.3523	Johanson-Blizzard syndrome	ORPHA:2315
5266	0.3523	Keratoderma hereditarium mutilans with ichthyosis	ORPHA:79395
5266	0.3523	Combined oxidative phosphorylation deficiency 33	OMIM:617713
5266	0.3523	Mitochondrial DNA depletion syndrome 1 (MNGIE type)	OMIM:603041
5266	0.3523	Mitochondrial neurogastrointestinal encephalomyopathy	ORPHA:298
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Keipert syndrome	OMIM:301026
5266	0.3523	Keipert syndrome	ORPHA:2662
5266	0.3523	Autosomal dominant Charcot-Marie-Tooth disease type 2A2	ORPHA:99947
5266	0.3523	Isolated split hand-split foot malformation	ORPHA:2440
5266	0.3523	Hirschsprung disease	ORPHA:388
5266	0.3523	?Deafness, autosomal recessive 97	OMIM:616705
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Hirschsprung disease	ORPHA:388
5266	0.3523	Epidermolysis bullosa simplex 7, with nephropathy and deafness	OMIM:609057
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Split-foot malformation with mesoaxial polydactyly	OMIM:616890
5266	0.3523	?Deafness, Y-linked 2	OMIM:400047
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Deafness, autosomal dominant 84	OMIM:619810
5266	0.3523	Ciliary dyskinesia, primary, 33	OMIM:616726
5266	0.3523	Neuropathy, hereditary sensory and autonomic, type IA	OMIM:162400
5266	0.3523	Perrault syndrome 2	OMIM:614926
5266	0.3523	Alport syndrome 1, X-linked	OMIM:301050
5266	0.3523	X-linked Alport syndrome-diffuse leiomyomatosis	ORPHA:1018
5266	0.3523	?Intellectual developmental disorder, autosomal recessive 50	OMIM:616460
5266	0.3523	?Deafness, autosomal recessive 26	OMIM:605428
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Neutral lipid storage myopathy	ORPHA:98908
5266	0.3523	Neutral lipid storage disease with myopathy	OMIM:610717
5266	0.3523	Spastic paraplegia 81, autosomal recessive	OMIM:618768
5266	0.3523	X-linked Alport syndrome-diffuse leiomyomatosis	ORPHA:1018
5266	0.3523	Deafness, autosomal recessive 35	OMIM:608565
5266	0.3523	Stickler syndrome, type VI	OMIM:620022
5266	0.3523	Isolated split hand-split foot malformation	ORPHA:2440
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Isolated split hand-split foot malformation	ORPHA:2440
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Megacystis-microcolon-intestinal hypoperistalsis syndrome 2	OMIM:619351
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Craniofacial-deafness-hand syndrome	ORPHA:1529
5266	0.3523	Craniofacial-deafness-hand syndrome	OMIM:122880
5266	0.3523	Waardenburg syndrome, type 3	OMIM:148820
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Waardenburg syndrome, type 4B	OMIM:613265
5266	0.3523	Hirschsprung disease	ORPHA:388
5266	0.3523	Deafness, autosomal recessive 114	OMIM:618456
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Hirschsprung disease	ORPHA:388
5266	0.3523	Cleft lip/palate	ORPHA:199306
5266	0.3523	Charcot-Marie-Tooth disease type 4D	ORPHA:99950
5266	0.3523	Cerebrocostomandibular syndrome	ORPHA:1393
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	?Deafness, autosomal dominant 68	OMIM:616707
5266	0.3523	?Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 5	OMIM:618098
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Bone marrow failure syndrome 1	OMIM:614675
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Ectodermal dysplasia/short stature syndrome	OMIM:616029
5266	0.3523	Deafness, autosomal dominant 28	OMIM:608641
5266	0.3523	Cleft velum	ORPHA:99772
5266	0.3523	Muscular dystrophy, congenital hearing loss, and ovarian insufficiency syndrome	OMIM:619518
5266	0.3523	Radio-ulnar synostosis-amegakaryocytic thrombocytopenia syndrome	ORPHA:71289
5266	0.3523	Cleft lip/palate	ORPHA:199306
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Bartter syndrome, type 4b, digenic	OMIM:613090
5266	0.3523	Facial paresis, hereditary congenital, 3	OMIM:614744
5266	0.3523	Sensorineural deafness with mild renal dysfunction	OMIM:602522
5266	0.3523	Ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus	OMIM:616192
5266	0.3523	?Charcot-Marie-Tooth disease, X-linked dominant, 6	OMIM:300905
5266	0.3523	X-linked Charcot-Marie-Tooth disease type 6	ORPHA:352675
5266	0.3523	Combined oxidative phosphorylation deficiency 30	OMIM:616974
5266	0.3523	Isolated split hand-split foot malformation	ORPHA:2440
5266	0.3523	Wolfram syndrome 2	OMIM:604928
5266	0.3523	Mitochondrial neurogastrointestinal encephalomyopathy	ORPHA:298
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Cleft lip/palate	ORPHA:199306
5266	0.3523	Charcot-Marie-Tooth disease, dominant intermediate E	OMIM:614455
5266	0.3523	?Diamond-Blackfan anemia 14 with mandibulofacial dysostosis	OMIM:300946
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Bartter syndrome, type 4b, digenic	OMIM:613090
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Facioscapulohumeral dystrophy	ORPHA:269
5266	0.3523	Bosma arhinia microphthalmia syndrome	OMIM:603457
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	?Deafness, autosomal recessive 66	OMIM:610212
5266	0.3523	?Combined oxidative phosphorylation deficiency 47	OMIM:618958
5266	0.3523	Perrault syndrome 6	OMIM:617565
5266	0.3523	Native American myopathy	ORPHA:168572
5266	0.3523	EEC syndrome	ORPHA:1896
5266	0.3523	Isolated split hand-split foot malformation	ORPHA:2440
5266	0.3523	Hay-Wells syndrome	OMIM:106260
5266	0.3523	Cleft lip/palate	ORPHA:199306
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Cleft lip/palate	ORPHA:199306
5266	0.3523	Familial isolated dilated cardiomyopathy	ORPHA:154
5266	0.3523	Hirschsprung disease	ORPHA:388
5266	0.3523	Charcot-Marie-Tooth disease type 4B2	ORPHA:99956
5266	0.3523	Charcot-Marie-Tooth disease, type 4B2	OMIM:604563
5266	0.3523	Neuropathy, hereditary sensory and autonomic, type VIII	OMIM:616488
